batch_path,label,case_id,final_iteration,convergence_iteration,converged,final_overshoot,final_steady_state_error,demonstration_protocol,stop_reason,analysis_horizon,failed_next_llm_call,max_iterations
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_011_example_K_0.39_T_518,1,1.0,True,0.7500000000000062,0.02788999999998598,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_012_example_K_0.77_T_237,1,,False,15.368000000000004,0.03505999999995346,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_013_example_K_0.27_T_293,1,,False,62.647999999999996,1.95071,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_014_example_K_0.86_T_134,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_015_example_K_0.34_T_413,1,1.0,True,0.0,0.934809999999997,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_016_example_K_0.73_T_227,1,1.0,True,1.3989999999999947,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_017_example_K_0.29_T_279,1,,False,53.846,0.14841000000000992,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_018_example_K_0.67_T_204,1,1.0,True,0.09699999999999154,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_019_example_K_0.45_T_561,1,,False,66.17299999999999,9.822569999999986,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_020_example_K_0.64_T_526,1,1.0,True,7.380999999999993,0.0009999999999843467,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_021_example_K_0.47_T_191,1,1.0,True,2.2219999999999906,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_022_example_K_0.85_T_566,1,1.0,True,2.5660000000000016,0.00750000000002693,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_023_example_K_0.30_T_209,1,1.0,True,3.4890000000000088,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
